accept	decline
accept	refuse
agree	disagree
appear	disappear
appear	vanish
approve	disapprove
arrive	depart
arrive	leave
ascend	descend
attract	repel
attract	repulse
begin	end
bind	free
bind	release
claim	deny
climb	fall
come	go
complain	deny
confirm	disconfirm
decline	increase
decrease	increase
deny	report
deny	state
dephosphorylate	phosphorylate
destabilize	stabilize
end	initiate
end	start
fall	rise
initiate	terminate
splice	split
