eraser	reader
eraser	writer
reader	writer
amnesia	recall
amnesia	memory
limb	trunk
appendage	trunk
plasma	serum
depression	prominence
deterioration	recovery
liquid	solid
fluid	solid
gas	liquid
gas	fluid
gas	solid
disease	health
health	illness
eukaryote	prokaryote
invertebrate	vertebrate
